,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
1628,1628,1629,https://lancersagent.com/project/other/00616486124985891197c77ed,"注目【週3日･4日･5日/テクニカルサポート】                                【新着案件！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,                【新着案件！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616486124985891197c77ed,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【新着案件！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103917,
1677,1677,1678,https://lancersagent.com/project/other/00616485100507586197c64da,"注目【週3日･4日･5日/テクニカルサポート】                                【大募集！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,                【大募集！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616485100507586197c64da,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【大募集！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103843,
1739,1739,1740,https://lancersagent.com/project/other/0061648438457234197c7746,"注目【週3日･4日･5日/テクニカルサポート】                                【注目案件！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,                【注目案件！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/0061648438457234197c7746,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【注目案件！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103774,
1825,1825,1826,https://lancersagent.com/project/other/00616481731943016fc83d57,"注目【週3日･4日･5日/テクニカルサポート】                                【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,                【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616481731943016fc83d57,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103719,
1878,1878,1879,https://lancersagent.com/project/other/00616481196611118fc83a13,"注目【週3日･4日/テクニカルサポート】                                【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/other/00616481196611118fc83a13,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103659,
1902,1902,1903,https://lancersagent.com/project/other/00616480218189924fc84c28,"【週3日/データアナリスト】                                【20代向け】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務                            週3日 | 500,000〜600,000円 / 月データアナリストPython・SQL週3日赤坂・永田町（溜池山王）【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。詳細を見る",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,【20代向け】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/other/00616480218189924fc84c28,"【企業情報】
私たちは、ブランド戦略立案、クリエイティブ制作、
システム開発の３つのサービスを提供するマーケティング支援企業です。

【案件概要】
クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。

※詳細はご面談時にお話しいたします。/その他/その他/赤坂・永田町",【週3日/Python・SQL】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。,データアナリスト,Python・SQL,・SASを使用した実務経験・SQLの知見・python基礎がわかる方,・データ分析の知見をお持ちの方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",赤坂・永田町（溜池山王）,業務委託,報酬は週5日換算した金額です,案件ID：000006103549,
2000,2000,2001,https://lancersagent.com/project/other/0061647915839721197c7e26,"注目【週3日･4日/テクニカルサポート】                                【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/other/0061647915839721197c7e26,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【30代向け】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103518,
2080,2080,2081,https://lancersagent.com/project/other/00616475685876685197c5bd6,"注目【週3日･4日/テクニカルサポート】                                【20代向け】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,【20代向け】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）,https://lancersagent.com//project/other/00616475685876685197c5bd6,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【20代向け】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103459,
2136,2136,2137,https://lancersagent.com/project/other/00616474818363576197c7e46,"注目【週3日･4日/テクニカルサポート】                                【急募＆大募集】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,                【急募＆大募集】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616474818363576197c7e46,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【急募＆大募集】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103391,
2195,2195,2196,https://lancersagent.com/project/other/00616473965134085197c5cb5,"注目【週3日･4日/テクニカルサポート】                                【即日&大募集】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,                【即日&大募集】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616473965134085197c5cb5,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【即日&大募集】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103323,
2262,2262,2263,https://lancersagent.com/project/other/00616472261925724197c793a,"注目【週3日･4日/テクニカルサポート】                                【定番案件】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,                【定番案件】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616472261925724197c793a,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【定番案件】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103247,
2332,2332,2333,https://lancersagent.com/project/other/00616472225633224197c5edc,"注目【週3日･4日/テクニカルサポート】                                【人気案件！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,                【人気案件！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616472225633224197c5edc,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【人気案件！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103189,
2364,2364,2365,https://lancersagent.com/project/other/00616472454141064195bc876,注目【週5日/データサイエンティスト】                                【データサイエンティスト】自社サービス開発                            週5日 | 3〜4万円 / 日データサイエンティストPython・SQL・R・-週5日新橋・銀座・東京（新富町駅）月間広告流通額100億円規模の広告プラットフォームのデータ分析・課題抽出・改善に向けた取り組みをしていただくポジションです。開発と運用をお任せします。詳細を見る,データサイエンティスト,Python・SQL・R・-,週5日,新橋・銀座・東京（新富町駅）,                【データサイエンティスト】自社サービス開発 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616472454141064195bc876,月間広告流通額100億円規模の広告プラットフォームのデータ分析・課題抽出・改善に向けた取り組みをしていただくポジションです。開発と運用をお任せします。/その他/その他/新橋・銀座・東京,【週5日/Python・SQL・R・-】,【データサイエンティスト】自社サービス開発,3〜4万円/ 日※ 消費税別の実際にお渡しする金額です,データサイエンティスト,Python・SQL・R・-,週5日,新橋・銀座・東京（新富町駅）,月間広告流通額100億円規模の広告プラットフォームのデータ分析・課題抽出・改善に向けた取り組みをしていただくポジションです。開発と運用をお任せします。,データサイエンティスト,Python・SQL・R・-,"・研究またはビジネスにおいて、データ分析によって課題を解決した経験・SQL, R, Pythonなどのツールを利用したデータ分析の経験・統計解析や機械学習に関する基礎的な知識・TensorFlowなどの機械学習ライブラリ利用経験",・SQLに関する実務経験・論文の執筆経験や発表経験,"週5日                            
(ﾘﾓｰﾄ：一部可)",3〜4万円,新橋・銀座・東京（新富町駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103274,
2400,2400,2401,https://lancersagent.com/project/other/00616469648525232197c7de4,"注目【週3日･4日/テクニカルサポート】                                【急募案件！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,                【急募案件！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616469648525232197c7de4,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日/】,【急募案件！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006103127,
